ATC_code,Libellé français
L01XL05,ciltacabtagène autoleucel
L01XL06,bréxucabtagène autoleucel
L01XL07,idécabtagène vicleucel
L01XL08,lisocabtagène maraleucel
L01XL09,tabélecleucel
L01XL10,nadofaragène firadénovec
L01XL11,lifileucel
L01XX,autres antinéoplasiques
L01XX01,amsacrine
L01XX02,asparaginase
L01XX03,altrétamine
L01XX05,hydroxycarbamide
L01XX07,lonidamine
L01XX08,pentostatine
L01XX10,masoprocol
L01XX11,estramustine
L01XX16,mitoguazone
L01XX18,tiazofurine
L01XX23,mitotane
L01XX24,pégaspargase
L01XX27,trioxyde d'arsenic
L01XX29,dénileukine diftitox
L01XX33,célécoxib
L01XX35,anagrélide
L01XX36,oblimersen
L01XX37,sitimagène céradénovec
L01XX40,mépésuccinate d’omacétaxine 
L01XX41,éribuline
L01XX44,aflibercept
L01XX51,talimogène laherparépvec
L01XX52,vénétoclax
L01XX53,vosaroxine
L01XX57,plitidepsine
L01XX58,épacadostat
L01XX59,énasidénib
L01XX62,ivosidénib
L01XX66,sélinexor
L01XX67,tagraxofusp
L01XX69,lurbinectédine
L01XX70,axicabtagène ciloleucel
L01XX71,tisagenlecleucel
L01XX72,tazémétostat
L01XX73,sotorasib
L01XX74,belzutifan
L01XX75,tébentafusp
L01XX77,adagrasib
L01XX78,navitoclax
L01XX79,éflornithine
L01XX80,imételstat
L01XY,associations d'antinéoplasiques
L01XY01,cytarabine et daunorubicine
L01XY02,pertuzumab et trastuzumab
L01XY03,nivolumab et rélatlimab
L02,thérapeutique endocrine
L02A,hormones et apparentés
L02AA,estrogènes
L02AA01,diéthylstilbestrol
L02AA02,phosphate de polyestradiol
L02AA03,éthinylestradiol
L02AA04,fosfestrol
L02AB,progestatifs
L02AB01,mégestrol
L02AB02,médroxyprogestérone
L02AB03,gestonorone
L02AE,analogues de l'hormone entraînant la libération de gonadotrophines
L02AE01,buséréline
L02AE02,leuproréline
L02AE03,goséréline
L02AE04,triptoréline
L02AE05,histréline
L02AE51,leuproréline et bicalutamide
L02AX,autres hormones
L02B,antihormones et apparentés
L02BA,anti-estrogènes
L02BA01,tamoxifène
L02BA02,torémifène
L02BA03,fulvestrant
L02BA04,élacestrant
L02BB,anti-androgènes
L02BB01,flutamide
L02BB02,nilutamide
L02BB03,bicalutamide
L02BB04,enzalutamide
L02BB05,apalutamide
L02BB06,darolutamide
L02BG,inhibiteurs de l'aromatase
L02BG01,aminogluthétimide
L02BG02,formestane
L02BG03,anastrozole
L02BG04,létrozole
L02BG05,vorozole
L02BG06,exémestane
L02BX,autres hormones antagonistes et agents apparentés
L02BX01,abarélix
L02BX02,dégarélix
L02BX03,abiratérone
L02BX04,rélugolix
L02BX53,abiratérone et prednisolone
L03,immunostimulants
L03A,immunostimulants
L03AA,facteurs de croissance
L03AA02,filgrastim
L03AA03,molgramostim
L03AA09,sargramostim
L03AA10,lénograstim
L03AA12,ancestim
L03AA13,pegfilgrastim
L03AA14,lipegfilgrastim
L03AA15,balugrastim
L03AA16,empegfilgrastim
L03AA17,pegtéograstim
L03AA18,efbémalénograstim alfa
L03AA19,éflapégrastim
L03AB,interférons
L03AB01,interféron alfa naturel
L03AB02,interféron bêta naturel
L03AB03,interféron gamma
L03AB04,interféron alfa-2a
L03AB05,interféron alfa-2b
L03AB06,interféron alfa-n1
L03AB07,interféron bêta-1a
L03AB08,interféron bêta-1b
L03AB09,interféron alfacon-1
L03AB10,peginterféron alfa-2b
L03AB11,peginterféron alfa-2a
L03AB12,albinterféron alfa-2b
L03AB13,peginterféron bêta-1a
L03AB14,cépeginterféron alfa-2b
L03AB15,ropéginterféron alfa-2b
L03AB16,peginterféron alfacon-2
L03AB17,sampèginterféron bêta-1a
L03AB60,peginterféron alfa-2b en association
L03AB61,peginterféron alfa-2a en association
L03AC,interleukines
L03AC01,aldesleukine
L03AC02,oprelvékine
L03AX,autres immunostimulants
L03AX01,lentinan
L03AX02,roquinimex
L03AX03,vaccin BCG
L03AX04,pégadémase
L03AX05,pidotimod
L03AX07,poly I:C
L03AX08,poly ICLC
L03AX09,thymopentine
L03AX10,immunocyanine
L03AX11,tasonermine
L03AX12,vaccin contre le mélanome
L03AX13,acétate de glatiramère
L03AX14,dichlorhydrate d'histamine
L03AX15,mifamurtide
L03AX16,plérixafor
L03AX17,sipuleucel-T
L03AX18,cridanimod
L03AX19,dasiprotimut-T
L03AX21,élapégadémase
L03AX22,léniolisib
L04,immunosuppresseurs
L04A,immunosuppresseurs
L04AA,immunosuppresseurs sélectifs
L04AA02,muromonab-CD3
L04AA03,immunoglobuline antilymphocyte (cheval)
L04AA04,immunoglobuline antithymocyte (lapin)
L04AA06,acide mycophénolique
L04AA10,sirolimus
L04AA13,léflunomide
L04AA15,aléfacept
L04AA18,évérolimus
L04AA19,guspérimus
L04AA21,éfalizumab
L04AA22,abétimus
L04AA23,natalizumab
L04AA24,abatacept
L04AA25,éculizumab
L04AA26,bélimumab
L04AA27,fingolimod
L04AA28,bélatacept
L04AA29,tofacitinib
L04AA31,tériflunomide
L04AA32,aprémilast
L04AA33,védolizumab
L04AA34,alemtuzumab
L04AA35,bégélomab
L04AA36,ocrélizumab
L04AA37,baricitinib
L04AA38,ozanimod
L04AA39,émapalumab
L04AA40,cladribine
L04AA41,imlifidase
L04AA42,siponimod
L04AA43,ravulizumab
L04AA44,upadacitinib
L04AA45,filgotinib
L04AA46,itacitinib
L04AA47,inébilizumab
L04AA48,bélumosudil
L04AA49,péficitinib
L04AA50,ponésimod
L04AA51,anifrolumab
L04AA52,ofatumumab
L04AA53,téprotumumab
L04AA54,pegcétacoplan
L04AA55,sutimlimab
L04AA56,deucravacitinib
L04AA57,ublituximab
L04AA58,efgartigimod alfa
L04AA59,avacopan
L04AB,inhibiteurs du facteur de nécrose tumorale alpha (TNF-alpha)
L04AB01,étanercept
L04AB02,infliximab
L04AB03,afélimomab
L04AB04,adalimumab
L04AB05,certolizumab pégol
L04AB06,golimumab
L04AB07,opinercept
L04AC,inhibiteurs de l'interleukine
L04AC01,daclizumab
L04AC02,basiliximab
L04AC03,anakinra
L04AC04,rilonacept
L04AC05,ustekinumab
L04AC07,tocilizumab
L04AC08,canakinumab
L04AC09,briakinumab
L04AC10,sécukinumab
L04AC11,siltuximab
L04AC12,brodalumab
L04AC13,ixékizumab
L04AC14,sarilumab
L04AC15,sirukumab
L04AC16,guselkumab
L04AC17,tildrakizumab
L04AC18,risankizumab
L04AC19,satralizumab
L04AC20,nétakimab
L04AC21,bimékizumab
L04AC22,spésolimab
L04AC23,olokizumab
L04AC24,mirikizumab
L04AC25,lévilimab
L04AD,inhibiteurs de la calcineurine
L04AD01,ciclosporine
L04AD02,tacrolimus
L04AD03,voclosporine
L04AE,modulateurs des récepteurs de la sphingosine-1-phosphate (S1P)
L04AE01,fingolimod
L04AE02,ozanimod
L04AE03,siponimod
L04AE04,ponésimod
L04AE05,étrasimod
L04AF,inhibiteurs des janus kinases (JAK)
L04AF01,tofacitinib
L04AF02,baricitinib
L04AF03,upadacitinib
L04AF04,filgotinib
L04AF05,itacitinib
L04AF06,péficitinib
L04AF07,deucravacitinib
L04AF08,ritlécitinib
L04AG,anticorps monoclonaux
L04AG01,muromonab-CD3
L04AG02,éfalizumab
L04AG03,natalizumab
L04AG04,bélimumab
L04AG05,védolizumab
L04AG06,alemtuzumab
L04AG07,bégélomab
L04AG08,ocrélizumab
L04AG09,émapalumab
L04AG10,inébilizumab
L04AG11,anifrolumab
L04AG12,ofatumumab
L04AG13,téprotumumab
L04AG14,ublituximab
L04AG15,divozilimab
L04AG16,rozanolixizumab
L04AH,inhibiteurs de la kinase cible de la rapamycine chez les mammifères (mTOR)
L04AH01,sirolimus
L04AH02,évérolimus
L04AJ,inhibiteurs du complément
L04AJ01,éculizumab
L04AJ02,ravulizumab
L04AJ03,pegcétacoplan
L04AJ04,sutimlimab
L04AJ05,avacopan
L04AJ06,zilucoplan
L04AJ07,crovalimab
L04AJ08,iptacopan
L04AJ09,danicopan
L04AK,inhibiteurs de la dihydroorotate déshydrogénase (DHODH)
L04AK01,léflunomide
L04AK02,tériflunomide
L04AX,autres immunosuppresseurs
L04AX01,azathioprine
L04AX02,thalidomide
L04AX03,méthotrexate
L04AX04,lénalidomide
L04AX05,pirfénidone
L04AX06,pomalidomide
L04AX07,fumarate de diméthyle
L04AX08,darvadstrocel
L04AX09,fumarate de diroximel
M,système musculo-squelettique
M01,anti-inflammatoires et antirhumatismaux
M01A,anti-inflammatoires et antirhumatismaux non stéroïdiens
M01AA,butylpyrazolidines
M01AA01,phénylbutazone
M01AA02,mofébutazone
M01AA03,oxyphenbutazone
M01AA05,clofézone
M01AA06,kébuzone
M01AB,dérivés de l'acide acétique et apparentés
M01AB01,indométacine
M01AB02,sulindac
M01AB03,tolmétine
M01AB04,zomépirac
M01AB05,diclofénac
M01AB06,alclofénac
M01AB07,bumadizone
M01AB08,étodolac
M01AB09,lonazolac
M01AB10,fentiazac
M01AB11,acémétacine
M01AB12,difenpiramide
M01AB13,oxamétacine
M01AB14,proglumétacine
M01AB15,kétorolac
M01AB16,acéclofénac
M01AB17,bufexamac
M01AB51,indométacine en association
M01AB55,diclofénac en association
M01AC,oxicams
M01AC01,piroxicam
M01AC02,ténoxicam
M01AC04,droxicam
M01AC05,lornoxicam
M01AC06,méloxicam
M01AC56,méloxicam en association
M01AE,dérivés de l'acide propionique
M01AE01,ibuprofène
M01AE02,naproxène
M01AE03,kétoprofène
M01AE04,fénoprofène
M01AE05,fenbufène
M01AE06,bénoxaprofène
M01AE07,suprofène
M01AE08,pirprofène
M01AE09,flurbiprofène
M01AE10,indoprofène
M01AE11,acide tiaprofénique
M01AE12,oxaprozine
M01AE13,ibuproxam
M01AE14,dexibuprofène
M01AE15,flunoxaprofène
M01AE16,alminoprofène
M01AE17,dexkétoprofène
M01AE18,naproxcinod
M01AE51,ibuprofène en association
M01AE52,naproxène et ésoméprazole
M01AE53,kétoprofène en association
M01AE56,naproxène et misoprostol
M01AE57,naproxène et diphénhydramine
M01AG,fénamates
M01AG01,acide méfénamique
M01AG02,acide tolfénamique
M01AG03,acide flufénamique
M01AG04,acide méclofénamique
M01AH,coxibs
M01AH01,célécoxib
M01AH02,rofécoxib
M01AH03,valdécoxib
M01AH04,parécoxib
M01AH05,étoricoxib
M01AH06,lumiracoxib
M01AH07,polmacoxib
M01AX,autres anti-inflammatoires et antirhumatismaux non stéroïdiens
M01AX01,nabumétone
M01AX02,acide niflumique
M01AX04,azapropazone
M01AX05,glucosamine
M01AX07,benzydamine
M01AX12,polysulfate de glucosaminoglycane
M01AX13,proquazone
M01AX14,orgotéine
M01AX17,nimésulide
M01AX18,féprazone
M01AX21,diacéréine
M01AX22,morniflumate
M01AX23,ténidap
M01AX24,oxacéprol
M01AX25,sulfate de chondroïtine
M01AX26,huile d'avocat et huile de soja insaponifiables
M01AX68,féprazone en association
M01B,anti-inflammatoires/antirhumatismaux en association
M01BA,anti-inflammatoires/antirhumatismaux en association avec des corticoïdes
M01BA01,phénylbutazone et corticoïdes
M01BA02,dipyrocétyl et corticoïdes
M01BA03,acide acétylsalicylique et corticoïdes
M01BX,autres anti-inflammatoires/antirhumatismaux en association avec d'autres médicaments
M01C,antirhumatismaux spécifiques
M01CA,quinoléines
M01CA03,oxycinchophène
M01CB,préparations à base d'or
M01CB01,aurothiomalate de sodium
M01CB02,aurothiosulfate de sodium
M01CB03,auranofine
M01CB04,aurothioglucose
M01CB05,aurotioprol
M01CC,pénicillamine et analogues
M01CC01,pénicillamine
M01CC02,bucillamine
M01CX,autres antirhumatismaux spécifiques
M02,topiques pour douleurs articulaires et musculaires
M02A,topiques pour douleurs articulaires et musculaires
M02AA,anti-inflammatoires non stéroïdiens à usage topique
M02AA01,phénylbutazone
M02AA02,mofébutazone
M02AA03,clofézone
M02AA04,oxyphenbutazone
M02AA05,benzydamine
M02AA06,étofénamate
M02AA07,piroxicam
M02AA08,felbinac
M02AA09,bufexamac
M02AA10,kétoprofène
M02AA11,bendazac
M02AA12,naproxène
M02AA13,ibuprofène
M02AA14,fentiazac
M02AA15,diclofénac
M02AA16,féprazone
M02AA17,acide niflumique
M02AA18,acide méclofénamique
M02AA19,flurbiprofène
M02AA21,tolmétine
M02AA22,suxibuzone
M02AA23,indométacine
M02AA24,nifénazone
M02AA25,acéclofénac
M02AA26,nimésulide
M02AA27,dexkétoprofène
M02AA28,pikétoprofène
M02AA29,esflurbiprofène
M02AA31,loxoprofène
M02AB,capsaïcine et apparentés
M02AB01,capsaïcine
M02AB02,zucapsaïcine
M02AC,préparations avec des dérivés de l'acide salicylique
M02AX,autres topiques pour douleurs articulaires et musculaires
M02AX02,tolazoline
M02AX03,sulfoxyde de diméthyle
M02AX05,idrocilamide
M02AX06,tolpérisone
M02AX10,divers (autres topiques pour douleurs articulaires et musculaires)
M03,myorelaxants
M03A,myorelaxants à action périphérique
M03AA,alcaloïdes du curare
M03AA01,alcuronium
M03AA02,tubocurarine
M03AA04,diméthyltubocurarine
M03AB,dérivés de la choline
M03AB01,suxaméthonium
M03AC,autres ammoniums quaternaires
M03AC01,pancuronium
M03AC02,gallamine
M03AC03,vécuronium
M03AC04,atracurium
M03AC05,hexafluronium
M03AC06,bromure de pipécuronium
M03AC07,chlorure de doxacurium
M03AC08,bromure de fazadinium
M03AC09,bromure de rocuronium
M03AC10,chlorure de mivacurium
M03AC11,cisatracurium
M03AX,autres myorelaxants à action périphérique
M03AX01,toxine botulinique
M03B,myorelaxants à action centrale
M03BA,esters de l'acide carbamique
M03BA01,phenprobamate
M03BA02,carisoprodol
M03BA03,méthocarbamol
M03BA04,styramate
M03BA05,fébarbamate
M03BA51,phenprobamate en association sauf aux psycholeptiques
M03BA52,carisoprodol en association sauf aux psycholeptiques
M03BA53,méthocarbamol en association sauf aux psycholeptiques
M03BA71,phenprobamate en association avec des psycholeptiques
M03BA72,carisoprodol en association avec des psycholeptiques
M03BA73,méthocarbamol en association avec des psycholeptiques
M03BB,"dérivés oxazolés, thiaziniques et triaziniques"
M03BB02,chlormézanone
M03BB03,chlorzoxazone
M03BB52,chlormézanone en association sauf aux psycholeptiques
M03BB53,chlorzoxazone en association sauf aux psycholeptiques
M03BB72,chlormézanone en association avec des psycholeptiques
M03BB73,chlorzoxazone en association avec des psycholeptiques
M03BC,éthers chimiquement proches des antihistaminiques
M03BC01,orphénadrine (citrate)
M03BC51,orphénadrine en association
M03BX,autres médicaments à action centrale
M03BX01,baclofène
M03BX02,tizanidine
M03BX03,pridinol
M03BX04,tolpérisone
M03BX05,thiocolchicoside
M03BX06,méphénésine
M03BX07,tétrazépam
M03BX08,cyclobenzaprine
M03BX09,épérisone
M03BX30,fényramidol
M03BX53,pridinol en association
M03BX55,thiocolchicoside en association
M03C,myorelaxants à action directe
M03CA,dantrolène et dérivés
M03CA01,dantrolène
M04,antigoutteux
M04A,antigoutteux
M04AA,inhibiteurs de la synthèse de l'acide urique
M04AA01,allopurinol
M04AA02,tisopurine
M04AA03,fébuxostat
M04AA51,allopurinol en association
M04AB,uricosuriques
M04AB01,probénécide
M04AB02,sulfinpyrazone
M04AB03,benzbromarone
M04AB04,isobromindione
M04AB05,lésinurad
M04AC,médicaments sans effet sur le métabolisme de l'acide urique
M04AC01,colchicine
M04AC02,cinchophène
M04AC51,colchicine et probénécide
M04AX,autres antigoutteux
M04AX01,urate oxydase
M04AX02,pegloticase
M05,médicaments pour le traitement des maladies osseuses
M05B,médicaments agissant sur la structure osseuse et la minéralisation
M05BA,diphosphonates
M05BA01,acide étidronique
M05BA02,acide clodronique
M05BA03,acide pamidronique
M05BA04,acide alendronique
M05BA05,acide tiludronique
M05BA06,acide ibandronique
M05BA07,acide risédronique
M05BA08,acide zolédronique
M05BB,diphosphonates en association
M05BB01,acide étidronique et calcium pour administration séquentielle
M05BB02,acide risédronique et calcium pour administration séquentielle
M05BB03,acide alendronique et colécalciférol
M05BB04,"acide risédronique, calcium et colécalciférol pour administration séquentielle "
M05BB05,"acide alendronique, calcium et colécalciférol pour administration séquentielle"
M05BB06,acide alendronique et alfacalcidol pour administration séquentielle
M05BB07,acide risédronique et colécalciférol
M05BB08,"acide zolédronique, calcium et colécalciférol pour administration séquentielle"
M05BB09,acide ibandronique et colécalciférol
M05BC,protéines agissant morphogénétiquement sur l'os
M05BC01,dibotermine alfa
M05BC02,eptotermine alfa
M05BX,autres médicaments agissant sur la structure osseuse et sur la minéralisation
M05BX01,ipriflavone
M05BX02,chlorhydrate d'aluminium
M05BX03,ranélate de strontium
M05BX04,dénosumab
M05BX05,burosumab
M05BX06,romosozumab
M05BX07,vosoritide
M05BX08,ménatétrénone
M05BX53,ranélate de strontium et colécalciférol
M09,autres médicaments des désordres musculo-squelettiques
M09A,autres médicaments des désordres musculo-squelettiques
M09AA,quinine et dérivés
M09AA01,hydroquinine
M09AA72,quinine en association avec des psycholeptiques
M09AB,enzymes
M09AB01,chymopapaïne
M09AB02,collagénase Clostridium histolyticum
M09AB03,bromélaïnes
M09AB52,trypsine en association
M09AX,autres médicaments des désordres musculo-squelettiques
M09AX01,acide hyaluronique
M09AX02,chondrocytes autologues
M09AX03,ataluren
M09AX04,drisapersen
M09AX05,acide acéneuramique
M09AX06,étéplirsen
M09AX07,nusinersen
M09AX08,golodirsen
M09AX09,onasemnogène abéparvovec
M09AX10,risdiplam
M09AX11,palovarotène
M09AX12,viltolarsen
M09AX13,casimersen
M09AX14,givinostat
M09AX15,délandistrogène moxéparvovec
N,système nerveux
N01,anesthésiques
N01A,anesthésiques généraux
N01AA,éthers
N01AA01,diéthyl éther
N01AA02,vinyl éther
N01AB,hydrocarbures halogénés
N01AB01,halothane
N01AB02,chloroforme
N01AB04,enflurane
N01AB05,trichloroéthylène
N01AB06,isoflurane
N01AB07,desflurane
N01AB08,sévoflurane
N01AF,barbituriques non associés
N01AF01,méthohexital
N01AF02,hexobarbital
N01AF03,thiopental
N01AG,barbituriques en association avec d'autres médicaments
N01AG01,narcobarbital
N01AH,anesthésiques opioïdes
N01AH01,fentanyl
N01AH02,alfentanil
N01AH03,sufentanil
N01AH04,phénopéridine
N01AH05,aniléridine
N01AH06,rémifentanil
N01AH51,fentanyl en association
N01AX,autres anesthésiques généraux
N01AX03,kétamine
N01AX04,propanidide
N01AX05,alfaxalone
N01AX07,étomidate
N01AX10,propofol
N01AX11,oxybate de sodium
N01AX13,protoxyde d'azote
N01AX14,eskétamine
N01AX15,xénon
N01AX63,protoxyde d'azote en association
N01B,anesthésiques locaux
N01BA,esters de l'acide aminobenzoïque
N01BA01,métabutéthamine
N01BA02,procaïne
N01BA03,tétracaïne
N01BA04,chloroprocaïne
N01BA05,benzocaïne
N01BA52,procaïne en association
N01BA53,tétracaïne en association
N01BB,amides
N01BB01,bupivacaïne
N01BB02,lidocaïne
N01BB03,mépivacaïne
N01BB04,prilocaïne
N01BB05,butanilicaïne
N01BB06,cinchocaïne
N01BB07,étidocaïne
N01BB08,articaïne
N01BB09,ropivacaïne
N01BB10,lévobupivacaïne
N01BB20,associations (amides)
N01BB51,bupivacaïne en association
N01BB52,lidocaïne en association
N01BB53,mépivacaïne en association
N01BB54,prilocaïne en association
N01BB57,étidocaïne en association
N01BB58,articaïne en association
N01BB59,bupivacaïne et méloxicam
N01BC,esters de l'acide benzoïque
N01BC01,cocaïne
N01BX,autres anesthésiques locaux
N01BX01,chlorure d'éthyle
N01BX02,dyclonine
N01BX03,phénol
N01BX04,capsaïcine
N02,analgésiques
N02A,opioïdes
N02AA,alcaloïdes naturels de l'opium
N02AA01,morphine
N02AA02,opium
N02AA03,hydromorphone
N02AA04,nicomorphine
N02AA05,oxycodone
N02AA08,dihydrocodéine
N02AA10,Papaveretum
N02AA11,oxymorphone
N02AA51,morphine en association
N02AA53,hydromorphone et naloxone
N02AA55,oxycodone et naloxone
N02AA56,oxycodone et naltrexone
N02AA58,dihydrocodéine en association
N02AA59,codéine en association sauf psycholeptiques
N02AA79,codéine en association avec des psycholeptiques
N02AB,dérivés de la phénylpipéridine
N02AB01,kétobémidone
N02AB02,péthidine
N02AB03,fentanyl
N02AB52,péthidine en association sauf aux psycholeptiques
N02AB72,péthidine en association avec des psycholeptiques
N02AC,dérivés de la diphénylpropylamine
N02AC01,dextromoramide
N02AC03,piritramide
N02AC04,dextropropoxyphène
N02AC05,bézitramide
N02AC52,méthadone en association sauf aux psycholeptiques
N02AC54,dextropropoxyphène en association sauf aux psycholeptiques
N02AC74,dextropropoxyphène en association avec des psycholeptiques
N02AD,dérivés du benzomorphane
N02AD01,pentazocine
N02AD02,phénazocine
N02AD51,pentazocine et naloxone
N02AE,dérivés de l'oripavine
